home, away, result, us, B365, BW, IW, LB, PS, WH, VC
Arsenal, Leicester,H,0.512025208,0.518754988,0.525291829,0.521251002,0.526742301,0.529775715,0.511508951,0.518754988
Chelsea, Burnley,A,-0.454154079,-0.604395604,-0.557863501,-0.586998088,-0.625,-0.613327488,-0.594936709,-0.611111111
Everton, Stoke,H,0.437648648,0.511111111,0.509259259,0.480769231,0.49904943,0.512345679,0.514018692,0.511111111
Southampton, Swansea,D,-0.120634651,-0.206270627,-0.172860847,-0.139534884,-0.203539823,-0.202011735,-0.213903743,-0.134529148
Watford, Liverpool,D,0.392771602,-0.152284264,-0.153191489,-0.135135135,-0.158311346,-0.124356775,-0.155677656,-0.17167382
West Brom, Bournemouth,H,0.38874115,0.366666667,-0.011494253,-0.017142857,-0.011764706,0.363433668,-0.011627907,-0.019036954
Man United, West Ham,H,0.475086009,0.62992126,0.618672666,0.567514677,0.612369871,0.6075028,0.63583815,0.628415301
Newcastle, Tottenham,A,-0.244328474,0.491071429,0.489738806,0.472906404,0.477554919,0.483725136,0.4784689,0.491071429
Bournemouth, Watford,A,-0.165704445,-0.208333333,-0.216931217,-0.231578947,-0.2,-0.223132037,-0.219251337,-0.208333333
Burnley, West Brom,A,-0.169645744,-0.064552661,-0.063583815,-0.092485549,-0.052631579,-0.059684685,-0.071428571,-0.059819413
Liverpool, Crystal Palace,H,0.409106533,0.589695841,0.577293137,0.546075085,0.564971751,0.583018868,0.60687795,0.576553491
Southampton, West Ham,H,-0.038139872,0.486111111,0.476190476,0.472906404,0.474051896,0.489189189,0.459183673,0.487012987
Stoke, Arsenal,H,-0.126382499,-0.261083744,-0.271186441,-0.300492611,-0.25,-0.248023715,-0.275510204,-0.270772239
Swansea, Man United,A,-0.031439994,0.633640553,0.602213542,0.547445255,0.644028103,0.643277986,0.630517024,0.654664484
Tottenham, Chelsea,A,-0.183749311,-0.174603175,-0.189189189,-0.155555556,-0.171270718,-0.186119874,-0.166666667,-0.162011173
Man City, Everton,D,-0.032751627,-0.24882904,-0.252684776,-0.184300341,-0.328009127,-0.291982665,-0.260926288,-0.226586103
Bournemouth, Man City,A,0.520935223,0.601092896,0.584333544,0.552147239,0.604229607,0.610410959,0.587084149,0.601092896
Crystal Palace, Swansea,A,-0.176194116,-0.243353783,-0.239583333,-0.231578947,-0.239361702,-0.246185148,-0.239361702,-0.248730964
Man United, Leicester,H,0.480250456,0.616937745,0.605966439,0.602739726,0.600126342,0.621428571,0.587084149,0.605885747
Newcastle, West Ham,H,0.434295648,0.373626374,0.382022472,-0.017142857,-0.023121387,-0.00990099,0.367816092,0.373626374
Chelsea, Everton,H,0.540877569,0.588235294,0.570613409,0.540540541,0.570776256,0.583966828,0.586510264,0.573476703
Liverpool, Arsenal,H,-0.023762703,-0.021390374,0.379888268,0.388888889,-0.04494382,-0.027837259,0.384180791,-0.043478261
Tottenham, Burnley,D,-0.257678417,-0.373626374,-0.296735905,-0.231615518,-0.417801998,-0.347766006,-0.379746835,-0.404494382
West Brom, Stoke,D,-0.010070841,-0.044444444,-0.022857143,0.377142857,-0.034682081,-0.047461369,-0.023255814,-0.033519553
Arsenal, Bournemouth,H,0.585955003,0.567465322,0.547570157,0.554468363,0.557103064,0.542894565,0.557103064,0.567465322
Everton, Tottenham,A,-0.072267039,0.404255319,0.395604396,0.388888889,0.408839779,0.413865546,0.393258427,0.404255319
Leicester, Chelsea,A,0.383331733,0.454545455,0.45320197,0.454545455,0.448979592,0.455245428,0.445015416,0.449657869
Man City, Liverpool,H,-0.075311753,0.417910448,0.414507772,0.413043478,0.402116402,0.418743769,0.416666667,0.426181102
Southampton, Watford,A,-0.202659879,-0.373390558,-0.351598174,-0.339534884,-0.359851989,-0.369602763,-0.355617456,-0.373390558
Stoke, Man United,D,0.393628241,-0.222222222,-0.175993512,-0.187234043,-0.220472441,-0.223635004,-0.24,-0.231343284
Burnley, Crystal Palace,H,-0.080885638,0.386740331,0.375,-0.052023121,0.379310345,0.38368247,0.368663594,0.378619154
Swansea, Newcastle,A,-0.298123064,-0.100558659,-0.091954023,-0.129943503,-0.087719298,-0.10099889,-0.094470046,-0.103023516
Crystal Palace, Southampton,A,-0.177422715,-0.033707865,-0.034482759,-0.052023121,-0.011695906,-0.037037037,-0.035294118,-0.028248588
Liverpool, Burnley,D,-0.287366029,-0.344997536,-0.328774329,-0.245398773,-0.328947368,-0.340152236,-0.382722799,-0.345679012
Newcastle, Stoke,H,0.418043031,0.376522702,-0.005681818,-0.017142857,0.372093023,0.381898455,0.379310345,0.376522702
Tottenham, Swansea,D,-0.274249647,-0.344530577,-0.296735905,-0.267501423,-0.405040504,-0.332574032,-0.346191889,-0.344530577
Watford, Man City,A,0.503148304,0.551132884,0.584333544,0.546075085,0.572005384,0.584423306,0.539447067,0.581751378
West Brom, West Ham,D,0.39558663,-0.016611296,-0.005714286,0.377142857,-0.011560694,-0.017660044,-0.022988506,-0.016611296
Chelsea, Arsenal,D,-0.112787673,-0.048543689,-0.039408867,-0.082901554,-0.045918367,-0.052884615,-0.102040816,-0.048543689
Man United, Everton,H,0.434529915,0.60204696,0.611995104,0.546075085,0.619962802,0.621729238,0.653594771,0.645855759
Everton, Bournemouth,H,0.522989751,0.504385965,0.504587156,0.493023256,0.489642185,0.490514905,0.510677809,0.503502627
Leicester, Liverpool,A,-0.130245645,0.413723512,0.415800416,0.413043478,0.418848168,0.425722832,0.425079702,0.427010924
Southampton, Man United,A,0.489885881,0.498640073,0.492957746,0.472906404,0.478564307,0.48992674,0.484027106,0.494053065
Stoke, Chelsea,A,0.51975964,0.511945392,0.50660793,0.508928571,0.5,0.491364421,0.534759358,0.501307759
Swansea, Watford,A,-0.096117848,-0.100558659,-0.097142857,-0.129943503,-0.104651163,-0.095555556,-0.103448276,-0.102449889
West Ham, Tottenham,A,-0.028506841,0.50293378,0.491071429,0.471153846,0.496838302,0.499161074,0.495495495,0.504201681
Arsenal, West Brom,H,0.557643498,0.616937745,0.570404172,0.567514677,0.600126342,0.594883998,0.587084149,0.609402205
Bournemouth, Leicester,D,0.454961178,0.380116959,0.388235294,0.38372093,0.393063584,0.388392857,0.393063584,0.393258427
Chelsea, Man City,A,-0.046767093,-0.064327485,-0.085714286,-0.075581395,-0.075581395,-0.087680355,-0.058139535,-0.08
Man United, Crystal Palace,H,0.603778167,0.647388865,0.669371197,0.633713561,0.719917724,0.676397294,0.675407231,0.717079531
Stoke, Southampton,H,-0.176101744,-0.087924971,-0.082352941,-0.052631579,-0.076023392,-0.095982143,-0.081395349,-0.079726651
West Brom, Watford,D,-0.057536273,-0.033898305,-0.045714286,0.380681818,-0.057142857,-0.061202186,-0.034285714,-0.054644809
West Ham, Swansea,H,-0.086936192,0.459183673,0.463917526,0.431578947,0.447368421,0.47311828,0.448240166,0.46
Everton, Burnley,A,-0.359484108,-0.370235935,-0.358595194,-0.317307692,-0.355617456,-0.386655261,-0.390374332,-0.37915937
Newcastle, Liverpool,D,-0.044057775,-0.114613181,-0.093720712,-0.084158416,-0.068627451,-0.083865087,-0.119617225,-0.110091743
Burnley, West Ham,D,-0.075514834,0.369318182,0.375722543,0.38372093,0.366863905,0.364559819,0.368663594,0.369318182
Crystal Palace, Chelsea,H,-0.484602041,-0.493506494,-0.497395833,-0.445255474,-0.493055556,-0.476094276,-0.519795658,-0.485557084
Liverpool, Man United,D,-0.196377176,0.367231638,0.38150289,0.38372093,0.386416862,0.373873874,0.367816092,0.384180791
Man City, Stoke,H,0.733532943,0.663716814,0.612088753,0.633713561,0.609013398,0.662009315,0.68537859,0.615050651
Watford, Arsenal,H,-0.258943065,-0.320569902,-0.330902461,-0.28358209,-0.320754717,-0.334782609,-0.342756184,-0.336805556
Southampton, Newcastle,D,-0.057943033,-0.08991009,-0.101522843,-0.090909091,-0.113052415,-0.123300971,-0.090452261,-0.123517787
Leicester, West Brom,D,0.442139629,-0.082901554,-0.085106383,-0.063157895,-0.071038251,-0.090628218,-0.063829787,-0.063492063
Chelsea, Watford,H,0.416295318,0.60204696,0.592948718,0.546075085,0.593667546,0.580038885,0.5859375,0.589695841
Man City, Burnley,H,0.614163896,0.664791613,0.682593857,0.675422139,0.682414698,0.633259912,0.720022155,0.635654435
Newcastle, Crystal Palace,H,0.495612429,0.432989691,0.433862434,0.431578947,0.432432432,0.432653061,0.449197861,0.442740286
Southampton, West Brom,H,0.433725393,0.500476644,0.490196078,0.431578947,0.495049505,0.509276438,0.488758553,0.512581547
Stoke, Bournemouth,A,-0.188865112,-0.158008658,-0.134831461,-0.195652174,-0.147727273,-0.151187905,-0.144444444,-0.156756757
Swansea, Leicester,A,-0.2541522,-0.052332196,-0.057803468,-0.104046243,-0.046783626,-0.054054054,-0.023201856,-0.047297297
Everton, Arsenal,A,-0.076296636,0.401908802,0.412698413,0.413043478,0.395604396,0.400417101,0.427807487,0.416666667
Tottenham, Liverpool,H,0.494690894,-0.012035011,0.379888268,-0.005649718,-0.033898305,-0.023809524,0.386740331,-0.02173913
Arsenal, Swansea,H,0.530742348,0.592592593,0.575342466,0.602739726,0.627413127,0.611136261,0.612629595,0.611764706
Bournemouth, Chelsea,A,0.458935585,0.50804403,0.474254743,0.508928571,0.471253534,0.484822203,0.485865724,0.475770925
Crystal Palace, West Ham,D,0.445130327,0,0.377142857,0.38150289,0,-0.003307607,0.375,0
Man United, Tottenham,H,0.429138686,0.406652361,0.410810811,-0.005649718,0.395480226,0.39219935,0.393442623,0.393442623
Watford, Stoke,A,-0.106452972,-0.185577943,-0.184782609,-0.155555556,-0.186813187,-0.189781022,-0.182795699,-0.193717277
West Brom, Man City,A,0.547133426,0.585729499,0.605263158,0.602739726,0.648379052,0.605365854,0.607594937,0.626506024
Leicester, Everton,H,-0.037261234,0.404094828,0.397790055,-0.005649718,0.386363636,0.397216274,0.386740331,0.391304348
Burnley, Newcastle,H,-0.072358191,-0.056882821,-0.069364162,-0.075581395,-0.053254438,-0.049605411,-0.046082949,-0.064552661
Newcastle, Bournemouth,A,-0.023639053,-0.226804124,-0.216931217,-0.231578947,-0.210810811,-0.241344196,-0.212765957,-0.226804124
Southampton, Burnley,A,-0.32755069,-0.406381192,-0.416382253,-0.300492611,-0.395139514,-0.42810723,-0.413881748,-0.407563025
Stoke, Leicester,D,0.385601239,0.371331828,0.38150289,0.38150289,0.377804014,0.374578178,0.367816092,0.372881356
West Ham, Liverpool,A,0.423957074,0.467081851,0.465116279,0.472906404,0.481036078,0.482127289,0.459981601,0.480349345
,,,10.90435824,15.09654964,15.61860632,14.63635846,14.18625565,14.58429641,15.80648976,14.76035586
,,,-0.029973418,0.370325005,0.379888268,0.378912338,0.369478464,0.369216847,0.371831797,0.373253865
Chelsea, Man United,H,0.450019445,0.359550562,-0.023121387,-0.011627907,-0.011695906,-0.005599104,-0.011363636,-0.00792752
Everton, Watford,H,-0.062861297,0.391730141,0.395604396,0.388888889,0.386363636,0.396328294,0.397790055,0.4
Man City, Arsenal,H,0.487621439,0.521195274,0.539568345,0.466960352,0.511811024,0.537011173,0.528700906,0.520833333
Tottenham, Crystal Palace,H,0.542738676,0.622406639,0.602409639,0.579038796,0.618672666,0.59673913,0.638637573,0.611702128
Arsenal, Tottenham,H,-0.043901473,-0.078976641,-0.063218391,-0.091954023,-0.080924855,-0.077433628,-0.079545455,-0.077777778
Burnley, Swansea,H,-0.038037673,0.428265525,0.423913043,0.458333333,0.428571429,0.444444444,0.430107527,0.443037975
Crystal Palace, Everton,D,0.414003967,-0.004479283,0.371428571,0.377906977,-0.011627907,-0.011025358,0,-0.016611296
Leicester, Man City,A,0.479282046,0.572979493,0.530503979,0.546075085,0.565535595,0.555828221,0.599369085,0.572979493
Liverpool, Southampton,H,0.48345293,0.584795322,0.572916667,0.551724138,0.571428571,0.569645204,0.578231293,0.597484277
Man United, Newcastle,H,0.527433305,0.64902646,0.621285791,0.597609562,0.667351129,0.68212824,0.67357513,0.62992126
West Brom, Chelsea,A,0.474052259,0.536746491,0.50660793,0.527659574,0.531914894,0.53125,0.547598989,0.52213868
Watford, West Ham,H,-0.069645488,0.401069519,0.408839779,-0.005649718,0.391061453,0.402335456,0.391304348,0.397849462
West Ham, Leicester,D,0.394863364,0.383484163,0.38150289,0.38150289,0.379310345,0.373873874,0.367816092,0.384180791
Crystal Palace, Stoke,H,0.453429272,0.419287212,0.419354839,0.388888889,0.414364641,0.421989529,0.434782609,0.418848168
Liverpool, Chelsea,D,-0.130972625,0.38961039,0.391061453,-0.011235955,0.402234637,0.390658174,-0.033149171,0.389189189
Newcastle, Watford,A,-0.063245695,-0.141304348,-0.134831461,-0.155555556,-0.141242938,-0.152432432,-0.139664804,-0.152173913
Swansea, Bournemouth,D,0.41877787,0.36806342,0.360465116,0.38150289,0.364705882,0.368658399,0.367816092,0.369318182
Tottenham, West Brom,D,-0.180798916,-0.430107527,-0.345731998,-0.245398773,-0.379746835,-0.373510541,-0.436781609,-0.329268293
Burnley, Arsenal,A,0.476131294,0.518754988,0.491452991,0.508928571,0.50795053,0.492474916,0.509770603,0.514403292
Southampton, Everton,H,-0.168192568,0.47310757,0.463242699,0.413043478,0.472764645,0.48115942,0.463439753,0.49382716
Leicester, Tottenham,H,-0.053851574,-0.305451128,-0.292682927,-0.290640394,-0.288461538,-0.290018832,-0.296116505,-0.305164319
Watford, Man United,A,0.436467362,0.483425414,0.4784689,0.480769231,0.481481481,0.481081081,0.476190476,0.482536765
West Brom, Newcastle,D,0.465673812,-0.044593088,-0.022857143,-0.005780347,-0.033898305,-0.030871003,-0.033783784,-0.022271715
Bournemouth, Burnley,A,-0.315476059,-0.239711934,-0.223404255,-0.166666667,-0.222826087,-0.250507099,-0.235602094,-0.23946557
Chelsea, Swansea,H,0.633823795,0.649350649,0.67512275,0.660792952,0.712143928,0.654051988,0.674603175,0.70754717
Everton, West Ham,H,0.469134182,0.367597765,-0.011363636,-0.005649718,-0.01744186,0.372527473,0.370786517,0.374449339
Man City, Southampton,H,0.642638653,0.620090947,0.662251656,0.633713561,0.675138999,0.615069615,0.674603175,0.619834711
Stoke, Liverpool,A,0.472782052,0.517928287,0.50293378,0.527659574,0.510638298,0.509076559,0.498753117,0.514647664
Arsenal, Man United,A,-0.187469783,-0.100112486,-0.091954023,-0.080924855,-0.108518086,-0.108888889,-0.08045977,-0.106145251
Leicester, Burnley,H,0.454871078,0.479386385,0.463242699,0.431578947,0.48,0.480038023,0.483091787,0.479386385
Stoke, Swansea,H,0.454964812,0.457317073,0.447368421,0.431578947,0.449260042,0.461923848,0.439790576,0.462311558
Watford, Tottenham,D,0.460616329,-0.093283582,-0.081967213,-0.090909091,-0.082364341,-0.087114338,-0.113960114,-0.083102493
West Brom, Crystal Palace,D,0.444915166,0,0,0.360465116,-0.011764706,-0.008948546,0,0
Bournemouth, Southampton,D,0.41476357,0.381008206,0.360465116,0.372093023,0.362573099,0.360986547,0.356321839,0.367231638
Man City, West Ham,H,0.629540771,0.634824667,0.644171779,0.664010624,0.705767827,0.580011898,0.674289065,0.665472229
Burnley, Watford,H,0.456942304,-0.028248588,-0.023121387,-0.01734104,-0.011627907,-0.025813692,-0.037296037,-0.011235955
Crystal Palace, Bournemouth,D,-0.006101492,-0.052410901,-0.053763441,-0.033333333,-0.060773481,-0.071354705,-0.064446831,-0.021505376
Newcastle, Leicester,A,-0.082170733,-0.076136364,-0.075144509,-0.069767442,-0.087719298,-0.076318743,-0.087719298,-0.07587769
Swansea, West Brom,H,0.447128254,-0.011363636,0.348837209,-0.029239766,0.345238095,0.347629797,-0.011764706,0.352272727
Tottenham, Stoke,H,0.519052328,0.585729499,0.613006397,0.582822086,0.618672666,0.586169045,0.602739726,0.593311758
West Ham, Chelsea,H,-0.348525867,-0.444444444,-0.439393939,-0.395744681,-0.433070866,-0.437913299,-0.44,-0.441176471
Liverpool, Everton,D,-0.3413594,-0.273224044,-0.267857143,-0.149253731,-0.309336333,-0.277516954,-0.306748466,-0.2313476
Man United, Man City,A,0.43939441,-0.012035011,-0.033149171,-0.017142857,-0.022857143,-0.013001083,-0.011299435,-0.022099448
